Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code Regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;HSD;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
HJFA020;HJFA02010;Résection rectosigmoïdienne pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par voie anale;1;0;ADC;536.71 €;512.46 €;2;1 286 €;1 286 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC001;HJFC00140;Résection rectocolique subtotale pour aganglionose congénitale par coelioscopie, avec rétablissement de la continuité par voie anale;4;0;ADA;453.82 €;453.82 €;3;1 406 €;1 406 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC001;HJFC00110;Résection rectocolique subtotale pour aganglionose congénitale par coelioscopie, avec rétablissement de la continuité par voie anale;1;0;ADC;705.46 €;622.43 €;3;2 019 €;2 019 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC002;HJFC00240;Résection rectosigmoïdienne pour aganglionose congénitale par coelioscopie, avec rétablissement de la continuité par voie anale;4;0;ADA;411.29 €;411.29 €;2;858 €;858 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC002;HJFC00210;Résection rectosigmoïdienne pour aganglionose congénitale par coelioscopie, avec rétablissement de la continuité par voie anale;1;0;ADC;624.63 €;575.55 €;2;1 438 €;1 438 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC003;HJFC00310;Résection rectocolique totale pour aganglionose congénitale par coelioscopie, avec rétablissement de la continuité par voie anale;1;0;ADC;782.03 €;666.84 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC023;HJFC02340;Proctectomie secondaire par coelioscopie avec anastomose iléoanale par voie transanale, après colectomie totale initiale;4;0;ADA;398.48 €;398.48 €;3;1 214 €;1 214 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC023;HJFC02310;Proctectomie secondaire par coelioscopie avec anastomose iléoanale par voie transanale, après colectomie totale initiale;1;0;ADC;911.51 €;781.04 €;6;5 497 €;5 497 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFC031;HJFC03140;Résection rectosigmoïdienne dépassant le cul-de-sac de Douglas, sans rétablissement de la continuité, par coelioscopie;4;0;ADA;314.88 €;314.88 €;174;57 053 €;57 053 €;Chirurgie du côlon;Actes chirurgicaux
HJFC031;HJFC03110;Résection rectosigmoïdienne dépassant le cul-de-sac de Douglas, sans rétablissement de la continuité, par coelioscopie;1;0;ADC;507.78 €;507.78 €;176;98 246 €;98 246 €;Chirurgie du côlon;Actes chirurgicaux
HJFD001;HJFD00140;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse par voie anale, avec anoplastie muqueuse postérieure;4;0;ADA;137.09 €;137.09 €;409;56 204 €;56 204 €;Actes de proctologie;Actes chirurgicaux
HJFD001;HJFD00110;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse par voie anale, avec anoplastie muqueuse postérieure;1;0;ADC;253.82 €;213.05 €;411;108 960 €;108 960 €;Actes de proctologie;Actes chirurgicaux
HJFD002;HJFD00240;Exérèse de tumeur du rectum, par voie anale;4;0;ADA;117.30 €;117.30 €;1 451;173 890 €;173 926 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFD002;HJFD00210;Exérèse de tumeur du rectum, par voie anale;1;0;ADC;296.36 €;196.08 €;1 484;331 339 €;330 879 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFD003;HJFD00340;Résection rectosigmoïdienne pour aganglionose congénitale avec rétablissement de la continuité, par voie anale;4;0;ADA;376.29 €;376.29 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
HJFD003;HJFD00310;Résection rectosigmoïdienne pour aganglionose congénitale avec rétablissement de la continuité, par voie anale;1;0;ADC;536.71 €;512.46 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
HJFD004;HJFD00440;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse, par voie anale;4;0;ADA;120.60 €;120.60 €;253;31 009 €;31 009 €;Actes de proctologie;Actes chirurgicaux
HJFD004;HJFD00410;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse, par voie anale;1;0;ADC;230.43 €;177.54 €;278;63 797 €;63 787 €;Actes de proctologie;Actes chirurgicaux
HJFD005;HJFD00540;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse par voie anale, avec hémorroïdectomie pédiculaire;4;0;ADA;140.02 €;140.02 €;3 906;559 644 €;559 162 €;Actes de proctologie;Actes chirurgicaux
HJFD005;HJFD00510;Résection de la muqueuse rectale avec plicature hémicirconférentielle antérieure de la musculeuse par voie anale, avec hémorroïdectomie pédiculaire;1;0;ADC;301.33 €;240.60 €;3 969;1 157 805 €;1 156 702 €;Actes de proctologie;Actes chirurgicaux
HJGD001;HJGD00140;Ablation de corps étranger ou de fécalome intrarectal, par voie anale sous anesthésie générale ou locorégionale;4;0;ADA;72.94 €;72.94 €;375;29 557 €;29 542 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJGD001;HJGD00110;Ablation de corps étranger ou de fécalome intrarectal, par voie anale sous anesthésie générale ou locorégionale;1;0;ADC;56.72 €;50.45 €;766;42 847 €;38 939 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJHD001;HJHD00110;Biopsie rectale par aspiration de la muqueuse par sonde;1;0;ATM;24.45 €;22.24 €;19;180 €;134 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJHD002;HJHD00210;Biopsie de la musculeuse du rectum, par voie anale;1;0;ATM;77.26 €;60.94 €;129;8 435 €;7 484 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJJA001;HJJA00140;Drainage d'une fistule rectovaginale acquise;4;0;ADA;104.50 €;104.50 €;48;4 887 €;4 887 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJJA001;HJJA00110;Drainage d'une fistule rectovaginale acquise;1;0;ADC;250.80 €;250.80 €;50;13 246 €;13 246 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJMA001;HJMA00140;Anoplastie pour malformation anorectale basse;4;0;ADA;103.64 €;103.64 €;8;859 €;859 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJMA001;HJMA00110;Anoplastie pour malformation anorectale basse;1;0;ADC;197.69 €;197.69 €;8;1 429 €;1 429 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJMA002;HJMA00240;Reconstruction de la paroi antérieure de l'anus et du rectum et de la paroi postérieure du vagin, avec sphinctéroplastie anale, par abord périnéal;4;0;ADA;129.30 €;129.30 €;89;9 894 €;9 894 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJMA002;HJMA00210;Reconstruction de la paroi antérieure de l'anus et du rectum et de la paroi postérieure du vagin, avec sphinctéroplastie anale, par abord périnéal;1;0;ADC;312.67 €;286.69 €;90;23 867 €;23 867 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJND001;HJND00110;Destruction de lésion du rectum, par voie anale;1;0;ATM;132.58 €;93.03 €;225;24 108 €;23 994 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HJPA001;HJPA00140;Mise à plat d'une fistule rectovaginale acquise, par périnéotomie;4;0;ADA;107.67 €;107.67 €;9;897 €;897 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJPA001;HJPA00110;Mise à plat d'une fistule rectovaginale acquise, par périnéotomie;1;0;ADC;250.80 €;250.80 €;11;2 575 €;2 544 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJQD001;HJQD00140;Examen du rectum sous anesthésie générale, par voie anale;4;0;ADA;48.00 €;48.00 €;1 561;52 319 €;49 509 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJQD001;HJQD00110;Examen du rectum sous anesthésie générale, par voie anale;1;0;ATM;24.45 €;22.24 €;1 595;24 834 €;23 491 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJQE001;HJQE00110;Rectosigmoïdoscopie;1;0;ATM;57.60 €;57.60 €;64 316;3 453 147 €;2 946 236 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HJQE002;HJQE00210;Rectoscopie au tube rigide;1;0;ATM;21.68 €;21.68 €;9 332;127 145 €;95 905 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HJQJ001;HJQJ00140;Échoendoscopie anorectale avec biopsie transanorectale guidée;4;0;ADA;52.41 €;52.41 €;259;13 942 €;13 909 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJQJ001;HJQJ00110;Échoendoscopie anorectale avec biopsie transanorectale guidée;1;0;ATM;137.41 €;137.41 €;329;41 938 €;41 889 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJQJ002;HJQJ00240;Échoendoscopie anorectale sans biopsie;4;0;ADA;49.85 €;49.85 €;2 060;91 243 €;91 202 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJQJ002;HJQJ00210;Échoendoscopie anorectale sans biopsie;1;0;ATM;128.64 €;128.64 €;7 317;891 906 €;889 976 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HJQJ003;HJQJ00310;Échographie du rectum et de l'anus, par voie rectale et/ou vaginale [par voie cavitaire];1;0;ADE;56.70 €;56.70 €;3 637;197 152 €;148 543 €;Échographie de l'appareil digestif;Imagerie Échographie
HJQX004;HJQX00410;Examen anatomopathologique à visée carcinologique de rectosigmoidectomie, ou d'exérèse partielle ou totale de rectum, emportant le mésorectum;1;0;ATM;110.11 €;110.11 €;3 373;372 218 €;369 724 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HJSA001;HJSA00140;Fermeture d'une fistule rectovaginale haute ou colovaginale acquise, par laparotomie;4;0;ADA;144.33 €;144.33 €;32;2 936 €;2 936 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJSA001;HJSA00110;Fermeture d'une fistule rectovaginale haute ou colovaginale acquise, par laparotomie;1;0;ADC;346.00 €;306.02 €;34;7 713 €;7 713 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJSD001;HJSD00140;Hémostase secondaire à un acte sur le rectum;4;0;ADA;55.35 €;55.35 €;142;8 345 €;7 900 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJSD001;HJSD00110;Hémostase secondaire à un acte sur le rectum;1;0;ADC;57.43 €;50.87 €;153;7 836 €;7 364 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKCA001;HKCA00140;Myorraphie préanale et rétroanale des muscles élévateurs de l'anus;4;0;ADA;120.59 €;120.59 €;25;2 559 €;2 559 €;Actes de proctologie;Actes chirurgicaux
HKCA001;HKCA00110;Myorraphie préanale et rétroanale des muscles élévateurs de l'anus;1;0;ADC;270.13 €;200.57 €;24;4 499 €;4 448 €;Actes de proctologie;Actes chirurgicaux
HKCA002;HKCA00240;Myorraphie rétroanale des muscles élévateurs de l'anus;4;0;ADA;117.30 €;117.30 €;24;1 748 €;1 748 €;Actes de proctologie;Actes chirurgicaux
HKCA002;HKCA00210;Myorraphie rétroanale des muscles élévateurs de l'anus;1;0;ADC;214.83 €;168.49 €;26;2 763 €;2 763 €;Actes de proctologie;Actes chirurgicaux
HKCA003;HKCA00340;Suture de plaie de l'anus, avec réparation du muscle sphincter externe de l'anus;4;0;ADA;138.90 €;138.90 €;27;3 998 €;3 851 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKCA003;HKCA00310;Suture de plaie de l'anus, avec réparation du muscle sphincter externe de l'anus;1;0;ADC;266.58 €;220.09 €;27;7 191 €;6 953 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKCA004;HKCA00410;Suture de plaie de l'anus, sans réparation du muscle sphincter externe de l'anus;1;0;ADC;53.88 €;48.81 €;51;2 357 €;2 145 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKCA005;HKCA00540;Myorraphie préanale des muscles élévateurs de l'anus;4;0;ADA;109.97 €;109.97 €;77;6 757 €;6 747 €;Actes de proctologie;Actes chirurgicaux
HKCA005;HKCA00510;Myorraphie préanale des muscles élévateurs de l'anus;1;0;ADC;197.81 €;158.62 €;80;10 215 €;10 215 €;Actes de proctologie;Actes chirurgicaux
HKEA001;HKEA00110;Transposition postérieure de l'anus;1;0;ADC;395.62 €;312.49 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
HKFA001;HKFA00110;Destruction et/ou exérèse de tumeur bénigne du canal anal;1;0;ADC;58.14 €;41.78 €;4 964;229 936 €;191 322 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKFA002;HKFA00240;Résection d'une fissure anale infectée;4;0;ADA;54.98 €;54.98 €;343;14 979 €;14 951 €;Actes de proctologie;Actes chirurgicaux
HKFA002;HKFA00210;Résection d'une fissure anale infectée;1;0;ADC;96.42 €;82.26 €;356;24 052 €;23 718 €;Actes de proctologie;Actes chirurgicaux
HKFA004;HKFA00410;Excision d'une fissure anale [Fissurectomie anale];1;0;ADC;63.10 €;62.93 €;1 150;56 976 €;52 998 €;Actes de proctologie;Actes chirurgicaux
HKFA005;HKFA00540;Excision d'une fissure et/ou d'une sténose anale, avec anoplastie muqueuse;4;0;ADA;81.60 €;81.60 €;3 973;322 213 €;321 844 €;Actes de proctologie;Actes chirurgicaux
HKFA005;HKFA00510;Excision d'une fissure et/ou d'une sténose anale, avec anoplastie muqueuse;1;0;ADC;138.26 €;137.24 €;3 978;508 397 €;507 781 €;Actes de proctologie;Actes chirurgicaux
HKFA006;HKFA00640;Excision d'une fissure anale, avec anoplastie muqueuse et résection d'un paquet hémorroïdaire isolé;4;0;ADA;81.60 €;81.60 €;2 400;197 961 €;197 509 €;Actes de proctologie;Actes chirurgicaux
HKFA006;HKFA00610;Excision d'une fissure anale, avec anoplastie muqueuse et résection d'un paquet hémorroïdaire isolé;1;0;ADC;160.94 €;150.40 €;2 426;359 692 €;358 839 €;Actes de proctologie;Actes chirurgicaux
HKFA007;HKFA00740;Exérèse de tumeur maligne du canal anal et/ou de l'anus;4;0;ADA;59.39 €;59.39 €;396;22 736 €;22 736 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKFA007;HKFA00710;Exérèse de tumeur maligne du canal anal et/ou de l'anus;1;0;ADC;137.55 €;87.84 €;416;38 642 €;38 438 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKFA008;HKFA00810;Destruction et/ou exérèse de lésion superficielle non tumorale de l'anus;1;0;ADC;38.40 €;38.40 €;7 758;249 175 €;186 148 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKFA009;HKFA00940;Sphinctéromyectomie de l'anus, par abord anal;4;0;ADA;67.44 €;67.44 €;631;33 395 €;33 395 €;Actes de proctologie;Actes chirurgicaux
HKFA009;HKFA00910;Sphinctéromyectomie de l'anus, par abord anal;1;0;ADC;187.18 €;134.90 €;640;76 214 €;76 204 €;Actes de proctologie;Actes chirurgicaux
HKGA001;HKGA00140;Ablation ou changement d'un sphincter anal artificiel;4;0;ADA;103.64 €;103.64 €;1;133 €;133 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKGA001;HKGA00110;Ablation ou changement d'un sphincter anal artificiel;1;0;ADC;197.69 €;197.69 €;4;353 €;353 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKHA001;HKHA00110;Biopsie de lésion de la région périanale et/ou du canal anal;1;0;ADC;39.12 €;26.72 €;254;6 794 €;5 686 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKKA001;HKKA00110;Changement d'un électrostimulateur du muscle sphincter externe de l'anus ou d'un lambeau de plastie de ce muscle;1;0;ADC;;;1;0 €;0 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKLA002;HKLA00240;Pose d'un sphincter anal artificiel;4;0;ADA;103.64 €;103.64 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
HKLA002;HKLA00210;Pose d'un sphincter anal artificiel;1;0;ADC;197.69 €;197.69 €;1;214 €;214 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKLB001;HKLB00110;Injection sclérosante périanale chez l'enfant;1;0;ATM;90.75 €;58.69 €;11;602 €;567 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HKLB002;HKLB00210;Injection sousfissuraire et/ou intrasphinctérienne de l'anus;1;0;ATM;21.27 €;18.39 €;471;5 812 €;4 808 €;Actes de proctologie;Actes chirurgicaux
HKMA001;HKMA00140;Plastie cutanée de la marge de l'anus;4;0;ADA;118.03 €;118.03 €;95;11 227 €;11 227 €;Actes de proctologie;Actes chirurgicaux
HKMA001;HKMA00110;Plastie cutanée de la marge de l'anus;1;0;ADC;159.53 €;136.42 €;101;10 364 €;10 364 €;Actes de proctologie;Actes chirurgicaux
HKMA002;HKMA00240;Suture du muscle sphincter externe de l'anus [Sphinctérorraphie anale directe] pour incontinence anale, avec myorraphie des muscles élévateurs de l'anus;4;0;ADA;112.90 €;112.90 €;18;1 911 €;1 911 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA002;HKMA00210;Suture du muscle sphincter externe de l'anus [Sphinctérorraphie anale directe] pour incontinence anale, avec myorraphie des muscles élévateurs de l'anus;1;0;ADC;260.91 €;239.11 €;18;4 378 €;4 378 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA003;HKMA00340;Suture du muscle sphincter externe de l'anus [Sphinctérorraphie anale directe] pour incontinence anale;4;0;ADA;88.71 €;88.71 €;73;6 275 €;6 257 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA003;HKMA00310;Suture du muscle sphincter externe de l'anus [Sphinctérorraphie anale directe] pour incontinence anale;1;0;ADC;267.29 €;242.81 €;74;19 360 €;19 167 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA004;HKMA00440;Reconstruction du muscle sphincter externe de l'anus par transposition musculaire unilatérale;4;0;ADA;114.00 €;114.00 €;4;461 €;461 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA004;HKMA00410;Reconstruction du muscle sphincter externe de l'anus par transposition musculaire unilatérale;1;0;ADC;489.21 €;371.52 €;4;1 976 €;1 976 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA005;HKMA00540;Reconstruction du muscle sphincter externe de l'anus par transposition musculaire bilatérale;4;0;ADA;123.16 €;123.16 €;1;125 €;125 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA005;HKMA00510;Reconstruction du muscle sphincter externe de l'anus par transposition musculaire bilatérale;1;0;ADC;570.75 €;418.82 €;1;453 €;453 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA006;HKMA00640;Anoplastie pour malformation anorectale basse, avec transposition de l'anus;4;0;ADA;234.97 €;234.97 €;4;1 024 €;1 024 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKMA006;HKMA00610;Anoplastie pour malformation anorectale basse, avec transposition de l'anus;1;0;ADC;467.23 €;354.03 €;6;2 578 €;2 578 €;Autres Actes de Chirurgie;Actes chirurgicaux
HKND001;HKND00140;Destruction d'une papillomatose extensive de l'anus;4;0;ADA;54.98 €;54.98 €;3 275;173 650 €;163 874 €;Autres Actes de Chirurgie;Actes chirurgicaux
